id,title,content,type,imageUrl,imageKey,actionUrl,actionLabel,programId,targetAudience,priority,publishAt,expiresAt,isActive,webinarId,createdBy,createdAt,updatedAt
1,Engajamento!,,news,,,https://i.ibb.co/HfFKrXFb/Colorful-Illustrated-Flowers-Cute-Teacher-Feedback-Form-Google-Form-Header.png,,,all,1,,2026-03-31 23:05:00,0,,1,2026-03-18 02:05:51,2026-03-18 02:06:33
