id,alunoId,justificativa,status,respostaAdmin,resolvidoPor,resolvidoEm,emailEnviado,createdAt,updatedAt
1,660014,XXXXXXXXXXXXXXXXXXXXXXXXX,resolvida,EU NÃO CONCORDO ,690412,2026-03-21 19:56:25,1,2026-03-21 19:54:14,2026-03-21 19:56:25
