id,assessmentPdiId,competenciaId,peso,notaCorte,microInicio,microTermino,createdAt,updatedAt,nivelAtual,metaFinal,justificativa,metaCiclo1,metaCiclo2
61439,60223,30014,obrigatoria,8.00,2025-07-10 00:00:00,2025-12-31 00:00:00,2026-03-05 20:44:17,2026-03-05 20:44:17,,,,,
61440,60223,30019,obrigatoria,8.00,2025-07-10 00:00:00,2025-12-31 00:00:00,2026-03-05 20:44:17,2026-03-05 20:44:17,,,,,
61441,60223,30020,opcional,8.00,2025-07-10 00:00:00,2025-12-31 00:00:00,2026-03-05 20:44:17,2026-03-05 20:44:17,,,,,
61442,60223,30024,opcional,8.00,2025-07-10 00:00:00,2025-12-31 00:00:00,2026-03-05 20:44:18,2026-03-05 20:44:18,,,,,
61443,60223,30026,obrigatoria,8.00,2025-07-10 00:00:00,2025-12-31 00:00:00,2026-03-05 20:44:18,2026-03-05 20:44:18,,,,,
61444,60223,30030,opcional,8.00,2025-07-10 00:00:00,2025-12-31 00:00:00,2026-03-05 20:44:18,2026-03-05 20:44:18,,,,,
61445,60224,30012,obrigatoria,8.00,2025-07-10 00:00:00,2025-12-31 00:00:00,2026-03-05 20:44:18,2026-03-05 20:44:18,,,,,
61446,60224,30014,obrigatoria,8.00,2025-07-10 00:00:00,2025-12-31 00:00:00,2026-03-05 20:44:18,2026-03-05 20:44:18,,,,,
61447,60224,30019,obrigatoria,8.00,2025-07-10 00:00:00,2025-12-31 00:00:00,2026-03-05 20:44:18,2026-03-05 20:44:18,,,,,
61448,60224,30020,obrigatoria,8.00,2025-07-10 00:00:00,2025-12-31 00:00:00,2026-03-05 20:44:18,2026-03-05 20:44:18,,,,,
61449,60224,30024,obrigatoria,8.00,2025-07-10 00:00:00,2025-12-31 00:00:00,2026-03-05 20:44:18,2026-03-05 20:44:18,,,,,
61450,60224,30026,obrigatoria,8.00,2025-07-10 00:00:00,2025-12-31 00:00:00,2026-03-05 20:44:18,2026-03-05 20:44:18,,,,,
61451,60224,30030,obrigatoria,8.00,2025-07-10 00:00:00,2025-12-31 00:00:00,2026-03-05 20:44:18,2026-03-05 20:44:18,,,,,
61452,60225,30012,obrigatoria,8.00,2025-07-10 00:00:00,2025-12-31 00:00:00,2026-03-05 20:44:18,2026-03-05 20:44:18,,,,,
61453,60225,30014,obrigatoria,8.00,2025-07-10 00:00:00,2025-12-31 00:00:00,2026-03-05 20:44:18,2026-03-05 20:44:18,,,,,
61454,60225,30019,obrigatoria,8.00,2025-07-10 00:00:00,2025-12-31 00:00:00,2026-03-05 20:44:18,2026-03-05 20:44:18,,,,,
61455,60225,30020,obrigatoria,8.00,2025-07-10 00:00:00,2025-12-31 00:00:00,2026-03-05 20:44:18,2026-03-05 20:44:18,,,,,
61456,60225,30024,obrigatoria,8.00,2025-07-10 00:00:00,2025-12-31 00:00:00,2026-03-05 20:44:18,2026-03-05 20:44:18,,,,,
61457,60225,30026,opcional,8.00,2025-07-10 00:00:00,2025-12-31 00:00:00,2026-03-05 20:44:18,2026-03-05 20:44:18,,,,,
61458,60225,30030,opcional,8.00,2025-07-10 00:00:00,2025-12-31 00:00:00,2026-03-05 20:44:18,2026-03-05 20:44:18,,,,,
61459,60226,30012,opcional,8.00,2025-07-10 00:00:00,2025-12-31 00:00:00,2026-03-05 20:44:19,2026-03-05 20:44:19,,,,,
61460,60226,30014,obrigatoria,8.00,2025-07-10 00:00:00,2025-12-31 00:00:00,2026-03-05 20:44:19,2026-03-05 20:44:19,,,,,
61461,60226,30019,obrigatoria,8.00,2025-07-10 00:00:00,2025-12-31 00:00:00,2026-03-05 20:44:19,2026-03-05 20:44:19,,,,,
61462,60226,30020,opcional,8.00,2025-07-10 00:00:00,2025-12-31 00:00:00,2026-03-05 20:44:19,2026-03-05 20:44:19,,,,,
61463,60226,30024,obrigatoria,8.00,2025-07-10 00:00:00,2025-12-31 00:00:00,2026-03-05 20:44:19,2026-03-05 20:44:19,,,,,
61464,60226,30026,obrigatoria,8.00,2025-07-10 00:00:00,2025-12-31 00:00:00,2026-03-05 20:44:19,2026-03-05 20:44:19,,,,,
61465,60226,30030,obrigatoria,8.00,2025-07-10 00:00:00,2025-12-31 00:00:00,2026-03-05 20:44:19,2026-03-05 20:44:19,,,,,
61466,60227,30012,obrigatoria,8.00,2025-07-10 00:00:00,2025-12-31 00:00:00,2026-03-05 20:44:19,2026-03-05 20:44:19,,,,,
