id,consultorId,dayOfWeek,startTime,endTime,slotDurationMinutes,googleMeetLink,isActive,createdAt,updatedAt
30001,39,5,10:00,11:00,60,https://meet.google.com/uva-qfjc-tmz?authuser=0,1,2026-03-06 19:27:48,2026-03-06 19:27:48
150001,35,1,14:00,15:00,60,,1,2026-03-17 11:50:32,2026-03-17 11:50:32
180001,28,1,10:15,11:00,45,https://meet.google.com/rym-bpio-vqw,1,2026-03-23 22:31:15,2026-03-23 22:31:15
180002,28,1,11:00,11:45,45,https://meet.google.com/rym-bpio-vqw,1,2026-03-23 22:31:34,2026-03-23 22:31:34
180003,28,3,10:15,11:00,45,https://meet.google.com/rym-bpio-vqw,1,2026-03-23 22:31:54,2026-03-23 22:31:54
180004,28,4,11:00,11:45,45,https://meet.google.com/rym-bpio-vqw,1,2026-03-23 22:32:13,2026-03-23 22:32:13
